temp,hum,occ,CO2,occupancy_level
32.59903914,35.53458111,5,498.8289845,3
32.57722059,35.52983403,5,499.4572517,3
32.56342889,35.54957196,5,502.3668915,3
32.56115949,35.59775428,5,509.4200525,3
32.56294782,35.65657332,5,509.8518733,3
32.56305834,35.74133684,5,514.7705452,3
32.55923388,35.80301752,5,517.9924584,3
32.5542773,35.85847407,5,520.2453893,3
32.54610668,35.90244739,5,518.0843896,3
32.54272133,35.92180071,5,515.3640274,3
32.54269163,35.92130777,5,515.9377527,3
32.5456938,35.92669572,5,515.7389432,3
32.54915916,35.95412862,5,517.1870596,3
32.54786102,35.95707695,5,515.2029779,3
32.54903027,35.95437779,5,515.5952442,3
32.54824377,35.95384531,5,517.1177073,3
32.54476094,35.96376683,5,517.3072395,3
32.54473079,35.9822754,5,516.9708354,3
32.54516423,35.97808383,5,516.9721341,3
32.54123178,35.93274183,5,520.3167448,3
32.53948403,35.90068761,5,523.7286803,3
32.54204055,35.9017115,5,526.1292205,3
32.54327097,35.92480635,5,526.1342804,3
32.54165256,35.94367915,5,530.1706237,3
32.53701882,35.97225543,5,530.1544837,3
32.5388793,36.00933459,5,528.9292723,3
32.53642896,36.02856646,5,526.8262631,3
32.53048659,36.03946302,5,528.5036774,3
32.52437601,36.02612973,5,528.8824271,3
32.51926383,36.01218708,5,532.7706807,3
32.52671144,36.04159128,5,536.0502614,3
32.52939861,36.07568657,5,536.9077419,3
32.52371318,36.0937916,5,541.5475195,3
32.51676803,36.10463855,5,542.9333836,3
32.5100252,36.10019821,5,541.3808911,3
32.48971979,36.07266152,5,539.4855893,3
32.47318035,36.0262109,5,538.2594435,3
32.45564907,36.08742693,5,536.6834504,3
32.44480382,35.7578817,5,534.6868745,3
32.43382836,35.54252407,5,533.6549579,3
32.431139,35.41249442,5,533.2720066,3
32.42365074,35.36418715,5,532.5678462,3
32.42409818,35.43162613,5,532.8993329,3
32.42690943,35.59540755,5,533.7846696,3
32.42205767,35.83978279,5,533.6379294,3
32.41891259,36.14434789,5,538.3737488,3
32.41683756,36.48467477,5,539.6628929,3
32.4138537,36.2724914,5,544.2421359,3
32.40705888,36.29472864,5,549.9223093,3
32.40546668,36.28053135,5,552.1064127,3
32.40727953,36.24077414,5,550.8618133,3
32.41565652,36.21462632,5,551.4876396,3
32.41889861,36.191757,5,552.6441554,3
32.42138915,36.17099909,5,553.4650296,3
32.41994726,36.15510679,5,552.3835653,3
32.41736757,36.12418591,5,552.5499978,3
32.41435095,36.11766044,5,555.3045348,3
32.4086205,36.11949898,5,555.9899429,3
32.40037503,36.11509695,5,558.5042133,3
32.3990712,36.13566549,5,558.0046144,3
32.40671676,36.184985,5,561.1358257,3
32.40772171,36.21680097,5,566.3509364,3
32.40931916,36.25302004,5,567.5775926,3
32.40927546,36.28925077,5,566.0015461,3
32.40792096,36.32583394,5,566.0042474,3
32.40525563,36.39420067,5,564.7842331,3
32.40127949,36.47936983,5,563.7018088,3
32.3999997,36.53129521,5,566.2041134,3
32.3987199,36.54729737,5,569.0425321,3
32.40000057,36.53893605,5,571.1096524,3
32.40000057,36.49296623,5,571.8743335,3
32.40000057,36.44566104,5,573.237278,3
32.40000057,36.40876225,5,571.5017051,3
32.40000057,36.39773531,5,568.6975923,3
32.40000057,36.43229446,5,568.0294822,3
32.40000057,36.46793688,5,566.634032,3
32.40000057,36.47700101,5,569.5111778,3
32.40000057,36.4397634,5,569.8889823,3
32.40000057,36.3800992,5,570.4170521,3
32.40000057,36.30140933,5,572.5257787,3
32.40000057,36.23695007,5,575.5940171,3
